id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
1182	travel	0.6888	0.1373	1	6	6	2	2011
1183	travel literature	-0.1547	-0.3631	12	6	6	2	2008
1184	trinidad and tobago literature	-0.8256	-0.2768	16	8	12	4	2011.25
1185	truth	0.3415	-0.3678	4	11	11	4	2009.5
1187	turkish literature	-0.5244	0.0722	7	5	5	2	2016.5
1190	united states	-0.4772	0.5658	3	53	58	13	2010.0769
1192	united states imperialism	-0.8092	0.233	3	15	15	3	2014.6667
1199	urban culture	-0.0464	-0.0185	7	7	8	3	2011.3333
1200	urban life	0.1876	-0.5362	23	18	22	5	2015.6
1202	urban space	-0.5359	-0.1765	11	21	24	8	2014.875
1203	utopia	0.0962	-0.9143	8	4	4	2	2007.5
1204	utopianism	-0.2032	-0.6589	14	10	12	3	2018
1206	veterans	0.4454	0.7405	1	12	16	3	2015.3333
1207	victorian novel	0.8702	0.0638	17	5	5	1	2002
1209	vietnam war	-0.32	-0.1212	1	9	12	4	2017.5
1214	violence	-0.0017	-0.1832	2	39	55	16	2009.125
1215	virgin mary	-1.1566	-0.8874	18	7	7	1	2013
1218	visual arts	-0.3837	0.0822	7	7	7	2	2019.5
1219	walking	-0.8452	-0.3514	16	6	6	1	2018
1221	war	0.3883	-0.0713	1	11	11	4	2011.25
1231	western united states	-0.7393	-0.4158	6	9	11	4	2009.75
1235	white women	0.1702	0.5432	19	6	6	1	2013
1236	white writers	-0.1412	-0.2351	9	10	11	3	2012
1237	whiteness	1.0424	0.341	12	4	5	2	2009
1240	women	0.1308	0.0677	9	14	17	6	2007.3333
1243	women novelists	-0.2241	0.39	19	58	84	21	2013.4762
1246	women veterans	-0.472	-0.3942	20	5	5	1	2017
1247	women writers	-0.2047	0.4856	7	32	38	8	2005.375
1250	work song	-0.4143	1.2337	24	9	9	1	2006
1251	working class	-0.6344	-0.4103	6	9	11	3	2014.3333
1256	world war i	0.3629	0.7054	1	20	30	9	2011.1111
1257	world war ii	-0.4796	0.481	21	14	18	6	2014.5
1259	xenogenesis trilogy	0.1469	-0.4251	14	10	12	2	2008
1260	xenophobia	-1.0745	0.7416	3	8	8	1	2020
1262	yiddish language literature	1.466	-0.4183	15	12	15	3	2006
1264	young men	0.2666	-0.1109	23	7	7	1	2013
