id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
494	laboratory research	0.7263	0.6026	37	4	4	1	2015
495	lakota indian poets	-0.6725	0.3326	18	5	5	1	2019
496	landscape	0.0552	-0.3548	22	17	23	7	2007.8571
497	language	-0.3428	0.2535	6	26	30	6	2011.5
498	language poetry	-0.8135	-0.186	19	32	40	10	2009.6
499	latin america	1.1457	-0.8644	29	6	6	1	2017
500	law	-0.5583	0.0285	5	9	9	2	2017.5
501	lebanese civil war	-0.6631	-0.0595	2	7	7	1	2010
502	lebanese literature	-0.5374	-0.005	2	15	15	2	2012
503	left-wing politics	-0.2576	0.3793	13	5	5	1	2000
504	legal history	-0.7672	0.3558	18	6	6	1	2016
505	legal language	-0.1755	0.7575	28	4	4	1	2004
506	lesbian novelists	-0.2666	0.1579	3	5	5	1	2019
507	letters	-0.2444	0.1274	13	15	19	5	2011
508	liberalism	0.8869	-0.3053	24	15	17	3	2015.3333
509	libertarianism	0.0908	-0.0287	3	3	3	1	2005
510	libraries	-1.1327	-0.3356	19	5	5	1	2013
511	listening	-0.3797	0.2972	21	9	9	2	2007
512	literary career	-0.6737	-0.3319	2	8	8	1	2015
513	literary collaboration	-0.5825	0.1236	5	2	2	1	2000
514	literary culture	-0.0451	-0.1492	17	8	8	1	2014
515	literary history	-0.3573	2.322	54	2	2	1	2000
516	literary marketplace	-0.4937	-0.0783	2	11	12	3	2012
517	literary politics	-0.5769	-0.547	10	4	4	1	2009
518	literary relations	0.9075	-0.7854	29	5	5	1	2018
519	literary reputation	-0.0198	0.5877	16	3	3	1	2008
520	literary studies	-0.6822	0.2897	34	4	4	2	2007.5
521	literary tradition	-0.2359	0.7047	28	8	9	2	2010
522	little magazines	0.7124	-0.5093	7	10	11	2	2015.5
523	local identity	0.0082	-0.5015	4	6	6	1	2015
524	london	0.0379	-0.5415	4	13	14	3	2009.6667
525	loneliness	0.3868	0.262	1	10	10	2	2013
526	long poem	0.1589	-0.2663	32	8	8	2	2006.5
527	loss	-0.3783	-0.025	5	22	25	4	2012.5
528	lost generation	-0.3149	0.0877	21	5	5	1	2014
529	love	-0.2435	-0.2127	17	11	12	4	2009
530	lyric novel	-0.3221	-0.1965	17	6	6	1	2014
531	lyric poetry	-0.3392	-0.1751	22	21	26	5	2010.8
532	lyricism	0.8252	-0.0601	11	3	3	1	2005
533	madness	-0.6777	-0.3394	2	8	8	1	2015
534	magic realism	0.324	0.1301	1	5	5	1	2010
535	male homosexual identity	-0.8162	0.1413	2	3	3	1	2017
536	male homosexuality	-0.7978	0.075	26	4	4	1	2009
537	male identity	-0.3303	-0.6799	30	7	7	1	2011
538	maori writers	-0.7536	0.0033	26	6	6	1	2004
539	marginality	-0.0733	-0.2025	17	7	8	2	2000.5
540	marginalization	-0.1314	0.6737	16	5	5	1	2009
541	market economy	0.8232	-0.6146	7	9	9	1	2011
542	martinique literature	-0.4063	0.3235	21	4	4	1	2001
544	masculinity	0.3823	-0.3096	32	14	18	5	2008.8
545	masquerade	-0.9794	0.5258	18	5	5	1	2003
546	mass media	0.1282	-1.0142	12	4	5	2	2002
547	materiality	-0.1838	0.1803	3	14	15	4	2012.5
548	mediation	-0.6905	0.4629	34	5	5	1	2005
549	medicine	-0.0406	-0.1762	1	3	3	1	2019
550	melancholy	-0.377	0.5658	35	11	12	2	2007.5
551	memoir	-0.6269	-0.0682	2	13	13	2	2013.5
552	memory	-0.3627	-0.0078	26	38	50	10	2008.3
553	men poets	-0.2309	0.1807	21	3	3	1	2013
554	mental illness	0.2615	0.0557	25	12	12	2	2007.5
555	mental space	2.9568	0.219	45	3	3	1	2003
556	metafiction	-0.5453	-0.4239	10	14	18	5	2014.2
557	metaphor	0.3233	-0.1613	36	27	30	6	2009.5
558	metaphysics	-0.5305	-0.1024	26	4	4	1	2007
559	mexican american culture	2.3245	0.8924	51	2	2	1	2002
560	mexican american novelists	0.2101	0.5638	8	9	9	1	2017
561	mexican american writers	-0.515	0.2236	6	7	7	1	2015
562	middle class	-0.7765	-0.4841	14	6	6	1	2008
563	middle passage	0.0314	0.9535	16	3	3	1	2011
564	midrash	0.4575	0.5024	41	2	2	1	2012
567	mind-body relations	-0.2524	0.5068	6	4	4	1	2004
568	miners (1984-1985)	-0.4346	-0.7525	27	6	6	1	2008
569	minimalism	-0.6022	-1.0119	33	3	3	1	2002
571	minority novelists	-0.1939	-0.398	30	5	5	1	2012
572	minority writers	2.9832	-1.5974	43	4	4	1	2002
573	misuse	-0.1029	0.0903	3	6	6	1	2009
574	mobility	0.0235	-0.465	4	8	8	2	2008
575	modernism	-0.1122	0.0106	17	33	43	13	2008.4615
576	modernist aesthetics	0.5008	-0.5136	7	25	28	4	2012.75
577	modernist fiction	0.2125	0.0845	25	5	5	1	2011
578	modernist poetry	-0.0234	-0.3272	17	4	4	1	2001
579	modernity	0.1573	0.0188	25	11	11	2	2017
580	money	0.5984	-0.1375	23	8	10	3	2010
581	monuments	0.456	-0.5322	38	4	4	1	2001
582	moral responsibility	0.042	-0.3949	4	5	5	1	2010
583	morality	-0.1169	0.8048	28	12	13	3	2003.6667
584	mortality	-1.2043	-0.2478	19	6	6	1	2009
585	mother	-1.0491	0.5696	18	6	6	1	2003
586	motherhood	0.3255	0.383	23	6	6	1	2016
587	motorcycle	0.0812	-0.1797	22	4	4	1	2015
588	mourning	-0.3209	0.0916	21	5	5	1	2014
589	multiculturalism	0.0038	0.513	11	9	10	3	2006
591	multiplicity	-0.4254	1.0837	31	4	4	1	2009
592	muses	-0.364	-0.8051	30	3	3	1	2006
593	music	-0.468	0.2125	5	14	16	3	2013.3333
594	muslim novelists	-0.5637	-0.6003	22	5	5	1	2011
595	mystical experience	-0.5646	0.1406	5	12	13	2	2015.5
596	mysticism	2.2839	1.1532	55	2	2	1	2006
597	mythification	0.3676	0.4494	20	5	5	1	2011
598	narration	0.1684	-0.5032	30	9	11	3	2013
599	narrative	-0.7861	-0.266	19	3	3	1	2002
600	narrative authority	-0.5661	-0.2904	2	4	4	1	2009
601	narrative conventions	-0.5383	-0.5413	22	12	12	2	2012.5
602	narrative form	0.6685	-0.0854	11	24	28	6	2008.5
603	narrative poetry (2000-2009)	-0.9506	0.0981	26	2	2	1	2011
604	narrative structure	-0.353	-0.44	22	7	7	2	2008.5
605	narrative technique	0.0843	-0.7669	12	31	36	8	2007.125
607	narrative voice	-0.1591	0.2737	16	6	7	2	2000.5
608	narratological approach	-1.2019	-0.2415	19	6	6	1	2009
609	narrator	0.0978	0.0334	25	28	30	5	2013.6
610	national allegory	0.244	0.0218	25	8	8	1	2014
612	national identity	0.2757	-0.2955	38	30	41	12	2011.1667
613	national security	-0.0256	-0.3746	4	9	10	2	2011.5
615	native american culture	0.1509	-0.2639	32	7	7	1	2008
616	native american experience	-0.3096	0.5338	13	2	2	1	2003
617	native american writers	-0.664	-0.0351	26	9	10	2	2005.5
618	native american-white relations	-0.5928	0.1977	18	18	22	4	2018.5
619	natural law	-0.0922	0.8139	28	4	4	1	2002
620	nature	0.2113	0.4774	8	25	35	7	2015.1429
621	nature imagery	0.6925	-0.4136	7	4	4	1	2013
622	nature literature	0.5873	0.1838	8	2	2	1	2002
623	nature poetry	2.25	0.9251	56	2	2	1	2019
624	nazis	-0.1453	-0.0786	21	7	7	1	2018
625	negativity	0.0997	-0.4431	22	3	3	1	2001
626	neobaroque	-0.3335	-0.1057	6	4	4	1	2013
627	neoconservatism	0.5004	-0.1024	15	10	12	2	2015
628	neoliberalism	0.1777	-0.3352	27	29	34	6	2015.5
629	new york	0.6142	-0.408	29	14	17	2	2006
630	new york city	0.3047	-0.3545	29	36	45	6	2013
631	new york school	0.7156	-0.4168	7	11	14	4	2009
632	new zealand literature	-0.7496	0.0096	26	6	6	1	2004
633	nigerian civil war	0.0089	0.332	9	4	4	1	2008
634	nigerian literature	0.014	0.5075	9	18	18	5	2010
635	nisga'a indian poets	-0.6684	0.3282	18	5	5	1	2019
636	norms	-0.2518	-0.6453	33	4	4	1	2000
637	northern ireland	-0.4286	-0.033	2	4	5	2	2003.5
638	nostalgia	-0.3762	0.0607	26	15	18	3	2009.6667
640	novel (1958-1988)	-0.5541	0.081	5	4	4	1	2013
641	novelists in exile	0.8188	-0.1582	11	8	8	1	2017
642	nuclear holocaust	-1.6087	1.7735	47	2	2	1	2002
644	objectivist poets	-0.5938	0.2618	6	9	10	2	2008.5
645	objects	-0.184	0.1192	3	11	11	2	2014
646	obsolescence	0.4546	0.3704	1	5	5	1	2002
647	office workers	0.414	0.2508	1	6	6	1	2020
648	oji-cree indian novelists	-0.4941	0.1372	26	5	5	1	2019
649	ojibwa indian culture	-0.0015	0.4823	11	3	3	1	2000
650	ojibwa indian women novelists	-0.6057	0.1352	5	8	8	1	2018
651	openness	-0.0059	-0.2225	17	5	5	1	2001
652	opera	1.7873	1.5423	50	2	2	1	2020
653	oppression	-0.5837	-0.3155	2	12	12	2	2013
654	orality	-0.1004	0.3844	23	6	6	1	2013
655	orientalism	0.799	-1.8419	40	7	7	2	2013.5
656	ornamentalism	0.7894	-1.8241	40	4	4	1	2007
657	otherness	-0.1404	-0.2956	10	27	33	7	2010.2857
658	outlaw	0.1883	0.1905	1	7	7	1	2008
659	ownership	-0.1027	0.4763	15	6	6	1	2014
660	pain	-0.3269	-0.2567	17	10	10	2	2010
661	painter	0.7016	-0.6001	7	4	4	1	2010
662	painting	0.2405	0.893	13	11	11	2	2011.5
663	pakistani literature	-0.4354	-0.4544	14	6	6	1	2018
664	palimpsest	0.5725	0.0114	15	7	8	2	2010.5
665	pan-americanism	1.1445	-0.8713	29	6	6	1	2017
666	paper	0.3924	0.6436	20	3	3	1	2007
667	paradise	-0.9149	-0.2579	19	7	7	1	2009
668	paranoia	-0.3872	-0.7099	27	11	12	3	2007.3333
669	paratext	3.0461	1.6291	42	4	4	1	2005
670	parody	-0.0559	-0.7488	12	4	4	1	2005
671	"pasha, memlik (character)"	0.7945	-1.8258	40	4	4	1	2007
672	passing	-1.0483	0.8837	48	3	3	1	2017
673	passport	-0.707	-0.5833	10	2	2	1	2012
674	pastiche	-0.0423	-0.7431	12	7	8	2	2004
675	pastoral	-0.8375	0.5418	18	3	3	1	2008
676	pastoralism	0.6017	-0.3879	7	9	11	4	2009.25
677	patrick melrose novels	0.4372	-0.0988	23	6	6	1	2017
678	patterning	-0.0409	-0.5804	30	2	2	1	2003
679	pedagogical approach	-0.5655	-0.0445	2	2	3	2	2013
680	performance	-0.2924	-0.2936	17	9	10	3	2007.3333
681	performance poetry	-0.1065	0.38	23	6	6	1	2013
682	performativity	-0.0621	-0.6492	12	12	13	3	2006
683	periodicals	0.7093	-0.4792	7	3	3	1	2020
684	persona	0.5237	-0.2883	29	9	9	1	2001
685	personhood	-0.7485	0.3192	18	9	10	2	2014
686	pesticide	0.2035	0.5714	8	9	9	1	2017
687	phallic imagery	-1.0382	0.5699	18	6	6	1	2003
688	phenomenology	-0.5692	0.2323	6	12	14	2	2013.5
689	philippine literature	0.8248	-0.151	11	8	8	1	2017
690	photographs	0.0698	0.1988	1	11	12	3	2018.3333
692	place	-0.0194	-0.2261	14	21	23	6	2009.1667
693	plagiarism	0.3067	-0.0975	15	3	3	1	2005
694	plant imagery	0.0884	0.7033	16	5	5	1	2018
695	play	0.2192	-0.7966	12	7	7	1	2010
696	poetic conventions	-0.7333	0.2731	6	10	11	2	2009.5
697	poetic form	-0.3744	0.9129	31	20	25	6	2010
698	poetic inspiration	-0.2972	0.2624	13	7	7	1	2009
699	poetic language	-0.2008	0.8222	28	15	17	4	2003.75
700	poetic technique	0.0271	0.8549	16	14	17	6	2009
701	poetic voice	-0.2636	-0.4317	9	16	20	5	2008.6
702	poetics	0.1823	0.2525	41	62	91	23	2009.6087
704	poetry (1950-1959)	0.3562	0.6012	20	2	2	1	2002
705	poetry (1968-1974)	1.2166	2.0394	57	2	2	1	2006
706	poetry (1990-1999)	0.4033	1.6553	39	1	2	2	2001
707	poetry (1990-2005)	-0.8027	-0.1144	19	3	3	1	2007
708	poetry (2000-2009)	-0.241	0.2337	34	5	8	4	2011
709	poetry (2001-2009)	0.6777	0.1204	24	3	3	1	2011
710	poetry readings	-0.309	-0.3182	17	2	2	1	2006
711	poisoning	0.2183	0.5695	8	9	9	1	2017
712	polish literature	0.5974	0.032	15	6	6	1	2020
713	political activism	0.3967	0.0046	8	12	12	2	2010.5
714	political context	0.5924	0.3498	8	6	7	2	2013
715	political correctness	-1.0443	0.8853	48	3	3	1	2017
716	political ideologies	-0.4425	-0.7475	27	6	6	1	2008
717	political novel	-0.3562	2.4953	53	2	2	1	2014
718	political poetry	-0.2767	0.3256	13	11	12	2	2004.5
719	political resistance	-0.1992	0.4636	13	11	11	2	2004
720	politics	-0.2439	0.0756	2	37	44	11	2009.9091
721	polyphony	-0.3514	-0.7473	30	9	10	2	2008.5
723	popular fiction	-0.5404	-0.1335	2	5	5	1	2017
725	postapocalyptic world	-0.3481	0.0754	2	8	8	1	2014
726	postcolonial approach	-0.2856	0.1453	5	8	8	2	2019
727	postcolonial drama	0.0261	0.6244	9	4	4	1	2019
729	postcolonial identity	0.1641	0.4052	11	8	8	2	2004
730	postcolonial literary theory and criticism	0.435	0.0909	8	7	8	3	2007.6667
732	postcolonialism	0.2482	0.1177	11	54	63	12	2011.8333
733	postindustrialism	0.4953	-0.3533	32	8	8	1	2014
734	postmodern culture	0.0232	0.1333	3	2	2	1	2013
735	postmodernism	-0.3068	0.051	6	46	61	16	2007.375
736	postmodernist aesthetics	0.3101	0.1242	1	6	6	2	2012
737	postmodernist fiction	1.0985	1.2696	39	1	1	1	2003
738	postmodernist novel	0.3012	0.47	15	6	6	2	2007
739	postmodernist poetry	-0.015	-0.2742	17	9	9	2	2001
740	postmodernist short story	0.1401	-1.1205	12	6	6	1	2002
741	poststructuralism	-0.4117	-0.1721	6	8	8	3	2013.6667
742	posttraumatic stress disorder	0.0291	-0.7786	12	2	2	1	2012
743	postwar period	0.8043	-0.534	7	34	44	7	2012.8571
744	power	-0.159	-0.2126	17	19	20	4	2009.5
745	pragmatism	-1.137	-0.3412	19	5	6	2	2008
746	precariousness	0.1121	0.2958	3	4	4	1	2020
747	print culture	-0.7067	0.394	34	12	13	3	2010.3333
748	print media	-0.2574	0.212	3	5	5	1	2011
749	prison	0.1511	0.1951	1	3	3	1	2019
750	privacy	-0.4872	-0.1322	26	3	3	1	2001
751	private life	-0.6867	-0.0385	2	9	10	2	2007.5
752	procedural poetry	-0.8152	0.3014	6	4	4	1	2007
753	projective verse	-0.6224	0.2387	6	7	7	1	2012
754	proofreading	0.2848	0.621	13	6	6	1	2015
756	prose poem	-0.0118	0.1114	1	6	7	2	2018.5
757	protagonist	0.0174	-0.1463	17	13	14	2	2014
758	protest poetry	-2.9012	-0.0786	46	3	3	1	2009
759	psychoanalytic approach	-1.0152	0.5488	18	11	11	2	2003
760	psychoanalytic theory	-0.4348	-0.1845	6	2	2	1	2013
761	public art	0.4583	-0.5373	38	4	4	1	2001
762	public space	-0.2994	0.2696	13	7	7	1	2009
763	public sphere	-0.6777	0.1108	2	18	21	5	2010.2
764	publishing	-0.5345	-0.1335	2	5	5	2	2018.5
765	puerto rican literature	-0.7612	0.3596	18	6	6	1	2016
766	puerto ricans	-0.0733	-0.5658	10	6	6	1	2018
767	pun	-0.1981	0.8705	28	7	7	1	2003
768	punk rock song	0.7163	-0.5468	7	8	8	1	2011
769	queer identity	-0.3669	0.1488	3	10	10	2	2019
770	queer theory	0.0343	0.0461	9	6	6	1	2008
771	race	-0.4051	0.1893	6	15	17	4	2010.25
772	racial integration	0.9971	-0.4073	24	6	6	1	2013
773	racial politics	-1.0281	0.876	48	4	5	2	2010.5
774	racial stereotypes	-0.0328	0.2365	15	7	7	1	2015
775	racism	-0.1183	0.1212	5	50	65	11	2017.0909
776	radio	-0.4027	0.3268	21	4	4	1	2001
777	rap song (1990-1999)	0.8315	-0.6075	7	9	9	1	2011
778	rationalism	0.469	0.2971	1	4	4	1	2018
779	reader	-0.0537	-0.4189	30	44	56	12	2010.6667
780	reader response	0.4507	0.1947	15	3	3	1	2009
781	reading	-0.2334	-0.6231	33	5	6	2	2009.5
782	realism	0.0065	0.6917	28	10	11	3	2009.3333
783	recognition	-1.6009	1.7812	47	2	2	1	2013
784	redemption	-0.0282	0.3556	11	5	5	1	2013
785	refrain	0.5532	0.3325	8	5	5	1	2014
786	refugee experience	0.7156	-0.2369	24	18	20	3	2018.3333
788	regeneration trilogy	0.0199	-0.7296	12	6	6	1	2016
789	regionalism	-0.0379	-0.451	4	13	13	2	2016.5
790	religious beliefs	-0.425	0.2718	6	4	4	1	2012
791	religious identity	-0.5689	-0.5975	22	5	5	1	2011
792	religious imagery	-0.2083	-2.3735	49	2	2	1	2001
793	remembrance	0.0838	-0.0911	25	3	3	1	2007
794	renaissance art	-0.3343	0.5402	20	3	3	1	2005
795	repetition	-0.4307	0.6193	35	8	8	1	2014
796	representation	0.1457	0.3147	9	33	40	10	2006.3
797	representative man	0.4537	0.1526	25	6	6	1	2010
798	resistance	0.8198	-0.1425	11	8	8	1	2017
799	revelation	-0.3952	-0.4819	22	4	4	1	2007
800	rewriting	0.3143	-0.7955	37	1	1	1	2005
801	rhetoric	-0.6963	-0.0995	5	19	19	3	2014.3333
802	rhyme	-0.205	-0.3343	22	6	6	2	2006
803	ripley novels	0.4516	-0.4413	36	6	6	1	2013
804	"ripley, tom (character)"	0.4587	-0.4435	36	6	6	1	2013
806	rock and roll music	0.4784	-0.6334	7	2	2	1	2019
807	rock and roll song	0.6735	-0.6434	7	10	10	1	2014
808	romance	-0.4874	0.407	5	6	6	1	2018
809	romantic period	0.1597	-0.257	32	7	7	1	2008
810	romanticism	-0.2693	-0.2733	33	6	6	2	2004.5
811	rootlessness	0.0086	-0.1783	14	3	3	1	2005
812	rubbish	-0.0271	-0.7422	12	4	4	1	2003
813	ruins	0.4954	-0.0002	23	3	3	1	2019
814	rural life	-0.1614	-0.1598	5	8	8	2	2011.5
815	russian literature	-0.2619	-0.5956	33	12	16	5	2004.8
816	russian revolution (1917)	0.1865	0.0672	25	5	5	1	2019
817	sacrifice	-0.1763	0.4177	20	5	6	2	2002
818	san francisco	0.3415	-0.7146	4	6	6	1	2019
819	satire	0.1137	-0.1058	4	30	33	6	2011.8333
820	scatology	-0.9752	0.1005	26	3	3	1	2007
821	science	0.6984	0.5918	37	6	7	2	2009.5
822	science fiction	-0.5074	-0.0543	6	5	5	4	2006.5
823	science fiction novel	0.1084	-0.019	21	44	50	9	2015.6667
825	scottish literature	-0.652	-0.5332	10	17	18	8	2007.5
826	scottish nationalism	-0.6089	-0.4001	10	3	3	1	2001
827	screenplay	0.2017	0.8013	13	8	8	1	2003
828	sea metaphor	0.1308	0.5317	11	6	6	1	2011
829	secrecy	-0.0818	-0.3513	4	6	7	2	2008.5
830	secret	-0.4829	-0.1292	26	3	3	1	2001
831	self-creation	-0.2864	-0.3494	9	6	7	2	2007
832	self-examination	-0.2007	0.7043	31	4	4	1	2007
833	self-identity	0.2178	-0.1053	29	18	19	3	2004.3333
834	self-reflexiveness	0.5454	0.6376	41	3	3	1	2006
835	self-representation	2.9809	-1.6017	43	4	4	1	2002
836	self-therapy	-0.7798	-0.4903	14	6	6	1	2008
837	self-translation	-0.0635	-0.3115	4	1	1	1	2016
838	sensory perception	0.3914	0.2202	8	4	4	1	2007
839	sentimentality	-0.4178	0.069	26	2	2	1	2004
840	september 11 terrorist attacks (2001)	0.3842	0.0405	24	37	48	10	2013.7
841	sequence	-1.2128	-0.2407	19	6	6	1	2009
842	setting	-0.6691	-0.4081	14	5	5	1	2014
843	sexual desire	-1.0403	0.5638	18	6	6	1	2003
844	sexual politics	-0.6299	0.3519	18	3	3	1	2004
845	sexuality	0.1009	-0.7389	12	16	17	3	2011.3333
847	shopping	-0.2026	0.385	3	6	6	1	2020
849	sickness	-0.0333	-0.1811	1	10	10	2	2017.5
850	silence	-0.3199	0.2177	21	11	13	3	2010.3333
851	singapore literature	0.0847	0.2115	9	10	10	2	2014
852	skepticism	-0.264	-0.2579	33	2	2	1	2004
853	slave narrative	-0.7292	0.2122	18	3	3	1	2001
854	slavery	-0.7241	0.2901	18	11	12	3	2011.6667
855	sleep	0.7242	0.6073	37	4	4	1	2015
856	small change trilogy	-0.156	-0.0749	21	7	7	1	2018
857	social change	0.0515	-0.2448	3	7	7	1	2012
858	social class	-0.4058	-0.4344	14	7	7	2	2014.5
859	social context	0.0002	0.7224	16	4	4	1	2016
860	social control	0.4729	0.2945	1	4	4	1	2018
861	social conventions	-0.1046	0.0828	3	6	6	1	2009
862	social democracy	0.3327	-0.3764	38	2	2	1	2018
863	social hierarchy	-0.6942	-0.513	10	2	2	1	2002
864	social identity	-0.1564	-0.5079	10	5	5	1	2012
865	social injustice	0.1514	0.6367	8	13	14	2	2017.5
866	social justice	0.4192	0.0876	8	6	6	1	2012
867	social media	-0.5808	-0.0812	2	6	6	1	2017
868	social mobility	-0.1012	0.4684	15	6	6	1	2014
869	social network	-0.3184	-0.2342	14	7	9	2	2016.5
870	social relations	0.7859	-0.5255	7	12	13	2	2007.5
871	social roles	0.3462	0.5535	20	4	4	1	2004
872	social theory	-0.436	-0.1872	6	2	2	1	2013
873	social values	-0.2474	-0.6485	33	4	4	1	2000
875	song (2000-2009)	1.4975	0.7233	39	1	1	1	2011
876	sonnet	-0.2591	0.8082	28	4	4	1	2007
877	sound	0.2254	-0.0261	16	9	9	2	2011.5
878	sound poetry	-0.3328	-0.2976	17	4	4	1	2006
879	sound recording technology	-0.4926	0.4008	5	6	6	1	2018
880	south african literature	0.2015	0.0012	1	62	79	23	2009.7391
881	south asian american novelists	-0.0051	-0.5524	10	5	5	1	2013
883	southern american identity	0.5848	-0.6138	7	12	13	2	2009
884	southern american literature	0.4656	-0.6149	7	4	6	3	2009.6667
885	southern american writers	1.3011	1.047	39	1	1	1	2010
886	southern reach trilogy	0.2391	0.4581	8	6	6	1	2017
887	southern united states	-0.14	-0.2655	4	12	13	2	2019
888	sovereignty	0.5608	-0.1747	23	3	3	1	2004
889	soviet society	0.2543	-0.1076	21	3	3	1	2020
890	space	-0.2649	0.0615	6	27	31	6	2012
891	space travel	-0.4306	1.0809	31	4	4	1	2009
892	spanish american literature	1.1557	-0.8679	29	6	6	1	2017
893	spatial representation	0.0699	-0.6297	4	4	4	1	2004
894	spatiality	0.006	-0.6411	12	4	4	1	2008
895	spectacle	-0.4074	0.5012	20	8	8	1	2000
896	spiritual journey	-0.5307	0.1494	5	5	5	1	2013
897	spirituality	0.0453	0.9097	16	2	2	1	2008
898	spy	2.9854	-1.6043	43	4	4	1	2002
899	spy fiction	-0.1949	-0.2913	17	1	1	1	2006
900	st. lucian literature	0.1333	0.525	11	6	6	1	2011
901	state	0.0554	0.2099	9	20	23	5	2008
902	storytelling	0.0176	0.3762	9	6	6	1	2007
903	stranger	-0.0485	0.0212	23	6	7	2	2017.5
904	style	-0.7381	-0.1071	19	9	11	3	2008.6667
905	sub-saharan african literature	-0.5866	0.0265	5	6	6	1	2017
906	subjectivity	-0.0927	0.3018	11	61	72	14	2009.5
907	suburbia	0.5933	-0.4283	36	7	8	2	2014
908	subversion	0.2275	-0.8056	12	7	7	1	2010
909	sudan	0.9333	-0.2932	24	7	7	1	2019
910	sudanese literature	-0.5669	-0.606	22	5	5	1	2011
911	suffering	0.4489	-0.012	8	9	9	2	2009.5
912	sufficiency	0.4443	0.1513	25	6	6	1	2010
913	sufism	-0.5265	0.144	5	5	5	1	2013
914	supermarkets	-0.2059	0.3916	3	6	6	1	2020
915	surrealism	-0.3248	-0.019	17	6	6	1	2014
916	survivor	0.0049	0.3292	9	4	4	1	2008
917	symbolism	-2.9035	-0.0827	46	3	3	1	2009
918	tautology	-0.6948	-0.1229	19	5	5	1	2017
919	technology	0.3947	-0.5932	12	22	25	5	2013.4
920	television and video	-0.4702	-0.5116	22	2	2	1	2000
921	television drama	-0.0698	-0.3595	4	5	5	1	2013
922	temporality	2.9524	0.2202	45	3	3	1	2003
923	terror	0.264	-0.4374	27	6	6	1	2016
924	textual revision	-0.5864	-0.9792	33	6	7	3	2004.6667
925	textuality	0.3357	-0.1212	15	8	10	3	2006.6667
926	the absurd	-0.0432	0.7872	28	6	6	1	2009
927	the apocalypse	-0.4442	-0.4766	22	12	13	3	2007
928	the carnivalesque	-0.1833	-0.6862	10	3	3	1	2003
929	the cosmos	2.9559	0.2232	45	3	3	1	2003
930	the fantastic	0.0167	-0.4111	4	4	4	1	2010
931	the future	-0.1951	0.0404	2	12	12	2	2013.5
932	the holocaust	0.1765	0.1167	25	22	28	7	2009.1429
933	the homeless	0.1084	0.2998	3	4	4	1	2020
934	the impersonal	-0.238	-0.4353	9	3	3	1	2000
935	the indigenous	-0.0739	0.6933	16	9	9	2	2012.5
936	the inhuman	0.2367	0.4662	8	6	6	1	2017
937	the military	0.1377	0.1072	3	5	5	1	2020
938	the moment	0.3447	0.146	8	4	4	1	2012
939	the occult	-0.4428	-0.7566	27	7	7	2	2004
940	the ordinary	0.3688	-0.5255	27	9	10	2	2015
941	the other	-0.3144	0.3667	20	24	25	4	2008.75
942	the past	0.1518	0.3727	20	35	42	10	2010
943	the personal	-0.2587	0.429	3	4	4	1	2020
944	the poor	0.4199	0.0941	8	6	6	1	2012
945	the real	-1.6053	1.7768	47	3	4	2	2007.5
946	the right	-0.2628	-0.572	27	4	4	1	2012
947	the sacred	-0.0137	0.4209	11	8	8	2	2006.5
948	the self	-0.3864	-0.0731	2	30	32	7	2010.8571
949	the sublime	0.3992	-0.2885	12	10	13	4	2005.75
950	the uncanny	0.2308	0.4602	8	6	6	1	2017
951	the visual	0.273	0.4291	13	4	4	1	2014
952	theatricality	-0.1468	0.5421	13	6	6	1	2008
953	thief	-0.1568	0.894	28	5	5	1	2001
954	third world	0.0378	0.2108	9	4	4	1	2008
955	thought	-1.1301	-0.3439	19	5	5	1	2013
956	time	-0.2264	0.001	6	29	37	8	2013.75
957	tone	0.0422	-0.5003	3	7	7	1	2016
958	topography	0.1236	-1.0079	12	4	4	1	2004
959	tourism	0.1343	0.1133	3	5	5	1	2020
960	tragedy	-0.2166	-0.0667	13	6	6	1	2008
961	train travel	0.1906	0.0626	25	5	5	1	2019
962	transfiguration	0.6755	-0.1796	23	4	4	1	2014
963	transformation	-2.9059	-0.0787	46	3	3	1	2009
965	transitoriness	0.3555	-0.4703	27	9	9	2	2006.5
966	translation	0.2944	0.4572	15	4	4	1	2002
967	transnationalism	0.1985	0.3384	23	19	21	4	2014.75
968	trauma	-0.1192	0.065	35	47	64	14	2010.5
969	travel	1.2093	1.158	39	1	1	1	2006
970	tribalism	0.0545	0.2469	15	7	7	1	2017
971	trickster	-0.5113	0.0207	26	9	9	2	2013
972	trinidad and tobago literature	0.1505	-0.0322	25	6	6	1	2014
973	triumph	-0.1523	-0.0817	21	7	7	1	2018
974	triviality	0.036	-0.4926	3	7	7	1	2016
975	turkish literature	-0.1299	-0.4465	4	8	9	2	2018.5
976	turtle	-0.1554	-0.8914	14	4	4	1	2019
977	uighur	0.4988	-0.2129	24	10	10	1	2019
978	uncertainty	-0.0936	0.8197	28	4	4	1	2002
979	unemployment	0.5066	-0.3581	32	8	8	1	2014
981	united states	0.6896	-0.5471	29	51	69	10	2011.5
982	united states foreign policy	0.9219	-0.2905	24	7	7	1	2019
983	united states imperialism	0.2965	0.3333	20	4	4	1	2011
984	urban landscape	0.6912	-0.4187	7	4	4	1	2013
985	urban life	-0.0918	-0.3131	4	18	19	3	2012.6667
986	urban renewal	0.2258	-0.4109	27	2	2	1	2020
987	urban space	0.1894	-0.6003	4	16	16	3	2017.6667
